customer_id,customer_name,phone_number,item_id,rating,vendor_id,vendor_location_number,vendor_name,vendor_scope,section,item_type,item,price,error,item_img_url
577,Amanda King,9726964097,112,0.13571988,17,1,Streats of Detroit,Food,109,Snack,Popcorn,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
321,Sarah Johnson,994.380.7390,113,0.08152401,17,1,Streats of Detroit,Food,109,Pretzels,Pretzel,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
564,Jonathan Curtis,001-751-280-1359,124,0.08382654,17,2,Streats of Detroit,Food,120,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
432,Noah Barnes,719-558-9609,131,0.076685116,17,3,Streats of Detroit,Food,124,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
384,Charlene Soto,+1-394-663-1859,134,0.17421922,17,3,Streats of Detroit,Food,124,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
571,Leah Warner,001-595-539-9308x317,140,0.11820405,17,3,Streats of Detroit,Food,124,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
332,Alisha Ware,736-776-4337x93687,141,0.0851215,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Gatorade,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
499,John Brown,+1-429-258-7503,143,0.11572044,17,4,Streats of Detroit,Food,126,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
360,Jason James,421.459.2947x0138,148,0.12689438,17,4,Streats of Detroit,Food,126,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
311,Kathy Miller,861.322.5411,167,0.101240136,17,6,Streats of Detroit,Food,137,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
320,April Smith,363.353.4316,168,0.1263221,17,6,Streats of Detroit,Food,137,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
696,Tyler Dean,334-913-6308x6448,170,0.13053438,17,6,Streats of Detroit,Food,137,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
538,Jill Mcintosh,001-706-207-5939,179,0.1090569,17,7,Streats of Detroit,Food,217,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
356,Heather Lopez,001-926-564-4321x471,188,0.12211917,17,8,Streats of Detroit,Food,223,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
589,Daniel Martinez,+1-207-417-8816x1004,190,0.2563504,17,8,Streats of Detroit,Food,223,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
529,Jose White,(751)872-3737,192,0.113973685,17,8,Streats of Detroit,Food,223,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
437,Francisco Lee,672-226-2753,198,0.16775107,17,9,Streats of Detroit,Food,227,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
706,Alejandro Carter,+1-254-637-5706x2653,231,0.1542328,17,12,Streats of Detroit,Food,244,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
397,James Williams,001-416-943-0483x34167,286,0.20344886,20,3,Turf Tavern,Bar,132,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
393,Terri Kerr,(425)550-9087x4197,288,0.08603075,20,3,Turf Tavern,Bar,236,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
378,Mr. Steven Sullivan,8667051158,303,0.034445573,23,1,Kickoff Classics,Food,208,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
60,Caitlyn Smith,969.907.9968x73262,312,0.07156291,23,1,Kickoff Classics,Food,208,Sandwich,Chicken Tender Basket,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true
314,Barbara Rogers,747-833-9078,314,0.13312964,24,1,Novella's Pizza,Food,212,Pizza,Pepperoni Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
246,Nicole Estrada,+1-237-930-0556x55136,320,0.10332771,24,1,Novella's Pizza,Food,212,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
523,Paul Hernandez,(964)727-3736x984,326,0.09183125,25,1,Sonny's Hamburgers,Food,208,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
369,Danielle Smith,5578823853,327,0.11525098,25,1,Sonny's Hamburgers,Food,208,Non-Alcoholic,Bottomless Souvenir Soda,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
614,Lori Bailey,710-569-4994,341,0.08037488,26,2,South East Pub,Bar,214,Alcohol,Premium Cocktail,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
439,Dr. Jimmy Smith DDS,+1-764-721-7600x41170,346,0.18008576,26,2,South East Pub,Bar,214,Alcohol,Craft Beer,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
357,Yolanda Mitchell,001-616-945-4721x6348,19,0.14100423,2,2,Big Boy,Food,127,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
77,Benjamin Dixon,590.244.3605,27,0.11958343,2,3,Big Boy,Food,230,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
543,Sean Shannon,648.488.8446x80341,31,0.09081954,3,2,Coppercraft Distillery,Bar,121,Alcohol,Cocktails and Domestic Beer,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
392,Kelsey Watson,954-282-9105x66017,41,0.08658194,5,1,Downtown Counter,Food,139,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
382,Lauren Green,(648)521-9466x31217,70,0.21454841,9,2,Hungry Howie's,Food,123,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
511,Keith Paul,(835)618-4367x8325,78,0.14141999,9,4,Hungry Howie's,Food,226,Pizza,Pepperoni Pizza,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
125,Brian Garza,001-776-473-9893x7545,85,0.0784038,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Lefty's Cheesteak,16.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/15_sandwiches.jpg?raw=true
358,Dawn Taylor,257.879.2022x266,88,0.13609171,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Chicken Hoagie,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/40_Chicken_Hoagie.png?raw=true
574,Richard Graham,001-338-344-1620,112,0.18026811,17,1,Streats of Detroit,Food,109,Snack,Popcorn,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
304,Anthony Brown,5366890743,113,0.12791453,17,1,Streats of Detroit,Food,109,Pretzels,Pretzel,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
563,James Jenkins,001-500-588-9177x938,124,0.079709455,17,2,Streats of Detroit,Food,120,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
431,John Reynolds,001-206-882-1033x964,131,0.044930957,17,3,Streats of Detroit,Food,124,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
382,Lauren Green,(648)521-9466x31217,134,0.22527272,17,3,Streats of Detroit,Food,124,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
569,Jose Vaughn,204.224.7465x051,140,0.06480339,17,3,Streats of Detroit,Food,124,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
321,Sarah Johnson,994.380.7390,141,0.07691004,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Gatorade,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
487,Teresa Olson,712-380-5001,143,0.15869719,17,4,Streats of Detroit,Food,126,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
345,Tracy Jordan,227.354.9454x5362,148,0.13278207,17,4,Streats of Detroit,Food,126,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
308,Robin Brandt,001-277-506-4495x9217,167,0.08071763,17,6,Streats of Detroit,Food,137,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
318,Susan Foster,001-996-247-5543,168,0.116591126,17,6,Streats of Detroit,Food,137,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
694,Tyler Bennett,001-262-708-9733x35303,170,0.10882362,17,6,Streats of Detroit,Food,137,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
533,Susan Hicks,363-248-0236,179,0.10972561,17,7,Streats of Detroit,Food,217,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
345,Tracy Jordan,227.354.9454x5362,188,0.14902237,17,8,Streats of Detroit,Food,223,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
587,Debra Taylor,+1-408-225-3315x632,190,0.15802838,17,8,Streats of Detroit,Food,223,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
527,Shane Simon,7126957486,192,0.078242406,17,8,Streats of Detroit,Food,223,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
436,Christopher Guzman,786.953.1656,198,0.15373504,17,9,Streats of Detroit,Food,227,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
702,Patrick Baxter,+1-826-239-0395x020,231,0.13511355,17,12,Streats of Detroit,Food,244,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
396,Daniel Wood,(857)498-4153,286,0.14445764,20,3,Turf Tavern,Bar,132,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
389,James Hernandez,938.386.6966,288,0.11420215,20,3,Turf Tavern,Bar,236,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
374,Brian Hart,001-245-329-7655x494,303,0.0916374,23,1,Kickoff Classics,Food,208,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
55,Lee Villarreal,+1-218-838-3839x96833,312,0.053090945,23,1,Kickoff Classics,Food,208,Sandwich,Chicken Tender Basket,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true
296,Leslie Proctor,4608689979,314,0.16157123,24,1,Novella's Pizza,Food,212,Pizza,Pepperoni Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
233,Patricia Crosby,315-525-1510x18314,320,0.11696028,24,1,Novella's Pizza,Food,212,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
517,Kenneth Christensen,773-294-6599x635,326,0.0841919,25,1,Sonny's Hamburgers,Food,208,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
352,Jeremy James,225-616-3479x03039,327,0.11736913,25,1,Sonny's Hamburgers,Food,208,Non-Alcoholic,Bottomless Souvenir Soda,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
606,Ryan Porter,896-491-2054x039,341,0.09140654,26,2,South East Pub,Bar,214,Alcohol,Premium Cocktail,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
429,Kathleen Smith,001-261-326-4872x195,346,0.10577894,26,2,South East Pub,Bar,214,Alcohol,Craft Beer,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
355,Gregg King,3958890127,19,0.17356703,2,2,Big Boy,Food,127,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
73,Sherri Fletcher,001-314-651-5469x989,27,0.15226212,2,3,Big Boy,Food,230,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
538,Jill Mcintosh,001-706-207-5939,31,0.098610595,3,2,Coppercraft Distillery,Bar,121,Alcohol,Cocktails and Domestic Beer,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
391,Wanda Lynch,(401)940-2380x448,41,0.21842042,5,1,Downtown Counter,Food,139,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
376,Stacy Hernandez,337-273-3903x83558,70,0.1596825,9,2,Hungry Howie's,Food,123,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
507,Diane Garcia,653-774-4673x163,78,0.10985895,9,4,Hungry Howie's,Food,226,Pizza,Pepperoni Pizza,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
113,Valerie Lawrence,(436)554-0376,85,0.12180463,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Lefty's Cheesteak,16.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/15_sandwiches.jpg?raw=true
354,Rachel Davis,830-922-0103x9705,88,0.058893442,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Chicken Hoagie,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/40_Chicken_Hoagie.png?raw=true
570,Caitlin Huber,406.630.5992,112,0.2011659,17,1,Streats of Detroit,Food,109,Snack,Popcorn,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
303,Erik Sosa,(221)838-3998x779,113,0.12448119,17,1,Streats of Detroit,Food,109,Pretzels,Pretzel,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
559,Jeremy Deleon,(608)783-5287x933,124,0.0881912,17,2,Streats of Detroit,Food,120,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
427,Patrick Shaw,5275433066,131,0.076806605,17,3,Streats of Detroit,Food,124,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
376,Stacy Hernandez,337-273-3903x83558,134,0.1630358,17,3,Streats of Detroit,Food,124,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
560,Sean Rose,(534)865-3825x63709,140,0.09347673,17,3,Streats of Detroit,Food,124,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
320,April Smith,363.353.4316,141,0.11998581,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Gatorade,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
485,John Smith,815-775-6564x87825,143,0.097092286,17,4,Streats of Detroit,Food,126,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
332,Alisha Ware,736-776-4337x93687,148,0.08291904,17,4,Streats of Detroit,Food,126,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
306,Elizabeth White,001-324-401-0282,167,0.08829031,17,6,Streats of Detroit,Food,137,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
315,Stephen Cortez,582-453-7706,168,0.111597,17,6,Streats of Detroit,Food,137,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
693,Jessica Gonzalez,001-519-516-0241x895,170,0.3611797,17,6,Streats of Detroit,Food,137,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
530,Dr. Lori Gonzalez,987-906-4412,179,0.09699527,17,7,Streats of Detroit,Food,217,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
343,James Soto,408.411.3465x0409,188,0.12516604,17,8,Streats of Detroit,Food,223,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
585,Jason Gregory,317.657.4110,190,0.093874834,17,8,Streats of Detroit,Food,223,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
526,Charles Hamilton,+1-323-666-2239x557,192,0.072386354,17,8,Streats of Detroit,Food,223,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
433,Tamara Middleton,001-712-316-3341x7410,198,0.19327034,17,9,Streats of Detroit,Food,227,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
700,Megan Wagner,988-287-4375x535,231,0.08989671,17,12,Streats of Detroit,Food,244,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
395,William Quinn,785-551-0367x4861,286,0.12745234,20,3,Turf Tavern,Bar,132,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
386,Dr. Melissa Owens,001-493-489-2032,288,0.2056071,20,3,Turf Tavern,Bar,236,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
368,Mark Carpenter,001-570-642-6283x00975,303,0.088115476,23,1,Kickoff Classics,Food,208,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
48,Daisy Bates,+1-670-646-3812,312,0.1029084,23,1,Kickoff Classics,Food,208,Sandwich,Chicken Tender Basket,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true
290,Jeffrey Sanchez,001-859-807-4476x5534,314,0.10244948,24,1,Novella's Pizza,Food,212,Pizza,Pepperoni Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
230,Mario Davis,001-733-260-1580,320,0.1274742,24,1,Novella's Pizza,Food,212,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
515,Gary Jones,001-497-498-5121,326,0.11561822,25,1,Sonny's Hamburgers,Food,208,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
351,Jasmine Mclean,306.993.9913,327,0.1907334,25,1,Sonny's Hamburgers,Food,208,Non-Alcoholic,Bottomless Souvenir Soda,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
605,Anne Rivera,001-698-649-3777,341,0.07715146,26,2,South East Pub,Bar,214,Alcohol,Premium Cocktail,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
419,Scott Martinez,(618)267-7671x692,346,0.15234663,26,2,South East Pub,Bar,214,Alcohol,Craft Beer,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
348,Regina Jimenez,718.731.8303x24387,19,0.093820855,2,2,Big Boy,Food,127,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
68,Kristopher Moody,438-808-6673x9489,27,0.050517514,2,3,Big Boy,Food,230,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
535,Samantha Castaneda,(637)599-7671,31,0.12498684,3,2,Coppercraft Distillery,Bar,121,Alcohol,Cocktails and Domestic Beer,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
390,Ashley Berry,001-853-903-4476,41,0.056672838,5,1,Downtown Counter,Food,139,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
370,Vanessa Sanchez,+1-392-410-6387x023,70,0.08246657,9,2,Hungry Howie's,Food,123,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
500,Hector Anderson,843-297-3312,78,0.12673737,9,4,Hungry Howie's,Food,226,Pizza,Pepperoni Pizza,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
108,Brian Nolan,9847914560,85,0.08510507,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Lefty's Cheesteak,16.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/15_sandwiches.jpg?raw=true
350,Mr. Roger Sullivan,694.321.9692,88,0.05755015,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Chicken Hoagie,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/40_Chicken_Hoagie.png?raw=true
566,Lisa Olson,+1-698-557-1815x1037,112,0.112197295,17,1,Streats of Detroit,Food,109,Snack,Popcorn,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
302,George Ramos,(825)811-4837x7060,113,0.14590426,17,1,Streats of Detroit,Food,109,Pretzels,Pretzel,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
557,Dave Elliott,+1-378-288-3935x25772,124,0.15590878,17,2,Streats of Detroit,Food,120,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
